ACCOUNT,SERVICE,VISIT
882593,ATM,4
882622,CKING,1
882622,HMEQLC,2
882622,HMEQLC,3
882635,CKING,1
882635,CKING,2
882640,CKING,1
882640,ATM,2
882640,ATM,3
882676,CKING,1
882676,MMDA,2
882676,ATM,3
882676,ATM,4
882803,CKING,1
882803,SVG,2
882803,CD,3
882803,CD,4
882865,CKING,1
882865,SVG,2
882865,CD,3
882865,HMEQLC,4
882865,CKCRD,5
882865,CKCRD,6
882876,CKING,1
882876,SVG,2
882876,CD,3
882876,IRA,4
882876,IRA,5
882882,MMDA,1
882882,MMDA,2
882921,CKING,1
882921,CKING,2
882934,CKING,1
882934,SVG,2
882934,CD,3
882934,IRA,4
882934,HMEQLC,5
882934,HMEQLC,6
883001,CKING,1
883001,ATM,2
883001,CCRD,3
883001,HMEQLC,4
883001,HMEQLC,5
883067,CKING,1
883067,SVG,2
883067,SVG,3
883112,CKING,1
883112,SVG,2
883112,SVG,3
883115,IRA,1
883115,IRA,2
883136,CKING,1
883136,ATM,2
883136,ATM,3
883142,CKING,1
883142,SVG,2
883142,ATM,3
883142,ATM,4
883219,SVG,1
883219,SVG,2
883249,CKING,1
883249,SVG,2
883249,CCRD,3
883249,CKCRD,4
883249,CKCRD,5
883264,CKING,1
883264,SVG,2
883264,CCRD,3
883264,CKCRD,4
883264,CKCRD,5
883317,CKING,1
883317,SVG,2
883317,AUTO,3
883317,AUTO,4
883385,CKING,1
883385,MMDA,2
883385,CCRD,3
883385,CCRD,4
883475,CKING,1
883475,MMDA,2
883475,CCRD,3
883475,CCRD,4
883508,CKING,1
883508,SVG,2
883508,ATM,3
883508,MTG,4
883508,MTG,5
883521,CKING,1
883521,CD,2
883521,CD,3
883854,CKING,1
883854,IRA,2
883854,IRA,3
883856,CKING,1
883856,SVG,2
883856,ATM,3
883856,HMEQLC,4
883856,HMEQLC,5
883956,CKING,1
883956,CD,2
883956,ATM,3
883956,HMEQLC,4
883956,HMEQLC,5
883961,CKING,1
883961,SVG,2
883961,IRA,3
883961,CCRD,4
883961,MTG,5
883961,CKCRD,6
883961,CKCRD,7
884036,CKING,1
884036,MMDA,2
884036,SVG,3
884036,ATM,4
884036,TRUST,5
884036,AUTO,6
884036,AUTO,7
884079,CD,1
884079,CD,2
884083,CKING,1
884083,SVG,2
884083,ATM,3
884083,ATM,4
884106,CKING,1
884106,CKING,2
884221,CKING,1
884221,MMDA,2
884221,SVG,3
884221,CD,4
884221,CD,5
884223,CKING,1
884223,CKCRD,2
884223,CKCRD,3
884252,CKING,1
884252,SVG,2
884252,ATM,3
884252,CCRD,4
884252,HMEQLC,5
884252,AUTO,6
884252,AUTO,7
884368,CKING,1
884368,SVG,2
884368,CD,3
884368,CD,4
884375,CKING,1
884375,SVG,2
884375,ATM,3
884375,MTG,4
884375,MTG,5
884396,CKING,1
884396,SVG,2
884396,CD,3
884396,CD,4
884407,CKING,1
884407,SVG,2
884407,SVG,3
884497,CKING,1
884497,SVG,2
884497,HMEQLC,3
884497,CKCRD,4
884497,CKCRD,5
884514,CKING,1
884514,SVG,2
884514,ATM,3
884514,ATM,4
884522,CKING,1
884522,SVG,2
884522,IRA,3
884522,ATM,4
884522,CCRD,5
884522,CCRD,6
884548,CKING,1
884548,MTG,2
884548,MTG,3
884679,CKING,1
884679,ATM,2
884679,ATM,3
884829,CKING,1
884829,SVG,2
884829,CCRD,3
884829,CCRD,4
884854,CKING,1
884854,CD,2
884854,AUTO,3
884854,AUTO,4
884899,CKING,1
884899,HMEQLC,2
884899,HMEQLC,3
884912,CKING,1
884912,MMDA,2
884912,ATM,3
884912,ATM,4
884913,CKING,1
884913,CD,2
884913,AUTO,3
884913,AUTO,4
884945,CKING,1
884945,SVG,2
884945,HMEQLC,3
884945,CKCRD,4
884945,CKCRD,5
884950,CKING,1
884950,MMDA,2
884950,SVG,3
884950,IRA,4
884950,TRUST,5
884950,TRUST,6
884956,SVG,1
884956,SVG,2
884966,CKING,1
884966,MMDA,2
884966,CD,3
884966,ATM,4
884966,TRUST,5
884966,TRUST,6
884969,CKING,1
884969,SVG,2
884969,ATM,3
884969,ATM,4
884970,CKING,1
884970,MMDA,2
884970,SVG,3
884970,SVG,4
885009,CKING,1
885009,SVG,2
885009,ATM,3
885009,HMEQLC,4
885009,MTG,5
885009,MTG,6
885045,CKING,1
885045,MMDA,2
885045,IRA,3
885045,HMEQLC,4
885045,HMEQLC,5
885201,SVG,1
885201,ATM,2
885201,ATM,3
885451,CKING,1
885451,SVG,2
885451,ATM,3
885451,ATM,4
885477,CKING,1
885477,MMDA,2
885477,SVG,3
885477,CD,4
885477,IRA,5
885477,IRA,6
885528,CKING,1
885528,SVG,2
885528,ATM,3
885528,ATM,4
885531,CKING,1
885531,MMDA,2
885531,ATM,3
885531,ATM,4
885539,CKING,1
885539,SVG,2
885539,CCRD,3
885539,CCRD,4
885835,CKING,1
885835,SVG,2
885835,CD,3
885835,CD,4
885920,CKING,1
885920,ATM,2
885920,ATM,3
885994,ATM,1
885994,ATM,2
886016,CKING,1
886016,MMDA,2
886016,SVG,3
886016,CCRD,4
886016,CCRD,5
886026,CKING,1
886026,CD,2
886026,CD,3
886027,MMDA,1
886027,ATM,2
886027,ATM,3
886051,CKING,1
886051,SVG,2
886051,CD,3
886051,CD,4
886068,CKING,1
886068,SVG,2
886068,ATM,3
886068,ATM,4
886130,CKING,1
886130,SVG,2
886130,ATM,3
886130,CCRD,4
886130,CCRD,5
886133,CKING,1
886133,CKING,2
886143,CKING,1
886143,SVG,2
886143,ATM,3
886143,HMEQLC,4
886143,HMEQLC,5
886168,CKING,1
886168,SVG,2
886168,CD,3
886168,CCRD,4
886168,CCRD,5
886179,CKING,1
886179,SVG,2
886179,IRA,3
886179,HMEQLC,4
886179,HMEQLC,5
886181,CKING,1
886181,CKING,2
886207,CKING,1
886207,MMDA,2
886207,SVG,3
886207,CD,4
886207,CD,5
886235,CKING,1
886235,SVG,2
886235,HMEQLC,3
886235,HMEQLC,4
886402,CKING,1
886402,ATM,2
886402,AUTO,3
886402,AUTO,4
886460,CKING,1
886460,MMDA,2
886460,IRA,3
886460,ATM,4
886460,ATM,5
886467,CKING,1
886467,SVG,2
886467,CD,3
886467,CD,4
886580,SVG,1
886580,SVG,2
886625,CKING,1
886625,SVG,2
886625,IRA,3
886625,CCRD,4
886625,CCRD,5
886643,CKING,1
886643,SVG,2
886643,ATM,3
886643,ATM,4
886685,CKING,1
886685,MMDA,2
886685,ATM,3
886685,ATM,4
886707,CKING,1
886707,CD,2
886707,CD,3
886793,CKING,1
886793,SVG,2
886793,CD,3
886793,AUTO,4
886793,AUTO,5
886914,CKING,1
886914,SVG,2
886914,SVG,3
886915,CKING,1
886915,SVG,2
886915,CCRD,3
886915,HMEQLC,4
886915,AUTO,5
886915,CKCRD,6
886915,CKCRD,7
887079,CKING,1
887079,SVG,2
887079,ATM,3
887079,HMEQLC,4
887079,HMEQLC,5
887182,CKING,1
887182,ATM,2
887182,CCRD,3
887182,HMEQLC,4
887182,HMEQLC,5
887196,CKING,1
887196,CCRD,2
887196,AUTO,3
887196,AUTO,4
887374,CKING,1
887374,MMDA,2
887374,SVG,3
887374,SVG,4
887590,CKING,1
887590,MMDA,2
887590,SVG,3
887590,HMEQLC,4
887590,CKCRD,5
887590,CKCRD,6
887776,CKING,1
887776,SVG,2
887776,ATM,3
887776,HMEQLC,4
887776,HMEQLC,5
887790,CKING,1
887790,IRA,2
887790,IRA,3
887808,CKING,1
887808,SVG,2
887808,ATM,3
887808,MTG,4
887808,MTG,5
887824,CKING,1
887824,SVG,2
887824,ATM,3
887824,CCRD,4
887824,CCRD,5
887855,CKING,1
887855,SVG,2
887855,CCRD,3
887855,HMEQLC,4
887855,MTG,5
887855,MTG,6
887868,CKING,1
887868,SVG,2
887868,ATM,3
887868,AUTO,4
887868,AUTO,5
887958,CKING,1
887958,CKING,2
888178,IRA,1
888178,IRA,2
888232,CKING,1
888232,CD,2
888232,TRUST,3
888232,TRUST,4
888238,SVG,1
888238,ATM,2
888238,ATM,3
888248,CKING,1
888248,CD,2
888248,CD,3
888263,CKING,1
888263,SVG,2
888263,CCRD,3
888263,CCRD,4
888366,CKING,1
888366,CD,2
888366,CD,3
888522,CKING,1
888522,CCRD,2
888522,CCRD,3
888603,CKING,1
888603,SVG,2
888603,CKCRD,3
888603,CKCRD,4
888639,CKING,1
888639,CKING,2
888651,CKING,1
888651,SVG,2
888651,ATM,3
888651,HMEQLC,4
888651,HMEQLC,5
888686,SVG,1
888686,SVG,2
888688,SVG,1
888688,SVG,2
888706,CKING,1
888706,CD,2
888706,CCRD,3
888706,HMEQLC,4
888706,HMEQLC,5
888736,CKING,1
888736,SVG,2
888736,CD,3
888736,CCRD,4
888736,HMEQLC,5
888736,CKCRD,6
888736,CKCRD,7
888781,CKING,1
888781,MMDA,2
888781,SVG,3
888781,IRA,4
888781,ATM,5
888781,TRUST,6
888781,TRUST,7
888807,CKING,1
888807,CKING,2
888820,CKING,1
888820,SVG,2
888820,ATM,3
888820,ATM,4
888822,CKING,1
888822,SVG,2
888822,CD,3
888822,ATM,4
888822,ATM,5
888862,CKING,1
888862,SVG,2
888862,ATM,3
888862,ATM,4
888950,CKING,1
888950,CD,2
888950,IRA,3
888950,ATM,4
888950,ATM,5
888956,CKING,1
888956,CD,2
888956,IRA,3
888956,IRA,4
889005,CKING,1
889005,SVG,2
889005,CD,3
889005,CCRD,4
889005,CKCRD,5
889005,CKCRD,6
889159,SVG,1
889159,CD,2
889159,CD,3
889339,CKING,1
889339,ATM,2
889339,HMEQLC,3
889339,HMEQLC,4
889343,CKING,1
889343,CD,2
889343,CCRD,3
889343,CCRD,4
889514,CKING,1
889514,SVG,2
889514,CD,3
889514,ATM,4
889514,MTG,5
889514,MTG,6
889546,CKING,1
889546,ATM,2
889546,ATM,3
889839,CKING,1
889839,ATM,2
889839,CCRD,3
889839,HMEQLC,4
889839,MTG,5
889839,MTG,6
889949,CKING,1
889949,SVG,2
889949,CD,3
889949,CD,4
890037,CKING,1
890037,ATM,2
890037,HMEQLC,3
890037,MTG,4
890037,MTG,5
890257,SVG,1
890257,CD,2
890257,CD,3
890280,CKING,1
890280,SVG,2
890280,SVG,3
890385,CKING,1
890385,SVG,2
890385,SVG,3
890487,ATM,1
890487,ATM,2
890586,CKING,1
890586,SVG,2
890586,CD,3
890586,IRA,4
890586,CCRD,5
890586,CKCRD,6
890586,CKCRD,7
890673,CKING,1
890673,MMDA,2
890673,CCRD,3
890673,CCRD,4
890703,CKING,1
890703,SVG,2
890703,ATM,3
890703,HMEQLC,4
890703,HMEQLC,5
890712,CKING,1
890712,SVG,2
890712,SVG,3
890928,CKING,1
890928,SVG,2
890928,CD,3
890928,CD,4
890981,CKING,1
890981,MMDA,2
890981,CD,3
890981,IRA,4
890981,ATM,5
890981,HMEQLC,6
890981,AUTO,7
890981,AUTO,8
891044,SVG,1
891044,CD,2
891044,CD,3
891056,CKING,1
891056,ATM,2
891056,HMEQLC,3
891056,HMEQLC,4
891149,CKING,1
891149,MMDA,2
891149,SVG,3
891149,ATM,4
891149,ATM,5
891153,CKING,1
891153,CKING,2
891232,CKING,1
891232,MMDA,2
891232,CD,3
891232,CD,4
891326,CKING,1
891326,ATM,2
891326,ATM,3
891338,CKING,1
891338,MMDA,2
891338,CCRD,3
891338,HMEQLC,4
891338,CKCRD,5
891338,CKCRD,6
891461,CKING,1
891461,SVG,2
891461,SVG,3
891577,CKING,1
891577,ATM,2
891577,ATM,3
891658,CKING,1
891658,SVG,2
891658,ATM,3
891658,ATM,4
891733,CKING,1
891733,SVG,2
891733,CD,3
891733,TRUST,4
891733,TRUST,5
891741,CKING,1
891741,SVG,2
891741,ATM,3
891741,ATM,4
891809,CKING,1
891809,SVG,2
891809,HMEQLC,3
891809,HMEQLC,4
891969,CKING,1
891969,SVG,2
891969,ATM,3
891969,ATM,4
892043,CKING,1
892043,CKING,2
892067,SVG,1
892067,SVG,2
892135,SVG,1
892135,SVG,2
892178,CKING,1
892178,MMDA,2
892178,CCRD,3
892178,CCRD,4
892252,CKING,1
892252,SVG,2
892252,SVG,3
892333,CKING,1
892333,SVG,2
892333,ATM,3
892333,HMEQLC,4
892333,HMEQLC,5
892343,CKING,1
892343,CKING,2
892472,SVG,1
892472,SVG,2
892534,CKING,1
892534,SVG,2
892534,IRA,3
892534,CCRD,4
892534,HMEQLC,5
892534,CKCRD,6
892534,CKCRD,7
892630,CKING,1
892630,SVG,2
892630,ATM,3
892630,AUTO,4
892630,AUTO,5
892656,CKING,1
892656,MMDA,2
892656,SVG,3
892656,CD,4
892656,IRA,5
892656,CCRD,6
892656,HMEQLC,7
892656,TRUST,8
892656,AUTO,9
892656,CKCRD,10
892656,CKCRD,11
892790,SVG,1
892790,SVG,2
892878,MMDA,1
892878,MMDA,2
893005,CKING,1
893005,ATM,2
893005,HMEQLC,3
893005,HMEQLC,4
893016,CKING,1
893016,MMDA,2
893016,SVG,3
893016,CD,4
893016,HMEQLC,5
893016,HMEQLC,6
893058,SVG,1
893058,CD,2
893058,CD,3
893067,CKING,1
893067,SVG,2
893067,CD,3
893067,MTG,4
893067,MTG,5
893153,CKING,1
893153,SVG,2
893153,ATM,3
893153,ATM,4
893188,CKING,1
893188,ATM,2
893188,HMEQLC,3
893188,HMEQLC,4
893308,CKING,1
893308,SVG,2
893308,CD,3
893308,ATM,4
893308,ATM,5
893335,CKING,1
893335,CKING,2
893542,CKING,1
893542,SVG,2
893542,CCRD,3
893542,CCRD,4
893578,CKING,1
893578,SVG,2
893578,CD,3
893578,CD,4
893582,CKING,1
893582,SVG,2
893582,ATM,3
893582,ATM,4
893589,CKING,1
893589,MMDA,2
893589,SVG,3
893589,TRUST,4
893589,AUTO,5
893589,AUTO,6
893655,CKING,1
893655,SVG,2
893655,ATM,3
893655,ATM,4
893667,CKING,1
893667,SVG,2
893667,ATM,3
893667,HMEQLC,4
893667,HMEQLC,5
893748,CKING,1
893748,CD,2
893748,ATM,3
893748,ATM,4
893760,CKING,1
893760,CD,2
893760,CD,3
893810,SVG,1
893810,ATM,2
893810,MTG,3
893810,MTG,4
893965,CKING,1
893965,SVG,2
893965,CD,3
893965,IRA,4
893965,ATM,5
893965,ATM,6
894085,CKING,1
894085,SVG,2
894085,SVG,3
894090,CKING,1
894090,SVG,2
894090,ATM,3
894090,ATM,4
894111,CKING,1
894111,CKING,2
894135,CKING,1
894135,SVG,2
894135,SVG,3
894176,CD,1
894176,CD,2
894186,CKING,1
894186,SVG,2
894186,SVG,3
894192,CKING,1
894192,MMDA,2
894192,SVG,3
894192,SVG,4
894194,ATM,1
894194,ATM,2
894284,CKING,1
894284,MMDA,2
894284,IRA,3
894284,IRA,4
894357,CKING,1
894357,SVG,2
894357,CD,3
894357,TRUST,4
894357,TRUST,5
894372,CD,1
894372,CD,2
894454,CKING,1
894454,SVG,2
894454,CCRD,3
894454,HMEQLC,4
894454,MTG,5
894454,AUTO,6
894454,CKCRD,7
894454,CKCRD,8
894527,CKING,1
894527,SVG,2
894527,CCRD,3
894527,HMEQLC,4
894527,CKCRD,5
894527,CKCRD,6
894552,CKING,1
894552,MMDA,2
894552,SVG,3
894552,IRA,4
894552,CCRD,5
894552,HMEQLC,6
894552,HMEQLC,7
894574,CKING,1
894574,CKING,2
894689,CKING,1
894689,CKING,2
894783,CKING,1
894783,HMEQLC,2
894783,HMEQLC,3
894785,CKING,1
894785,SVG,2
894785,CD,3
894785,ATM,4
894785,HMEQLC,5
894785,HMEQLC,6
894869,CKING,1
894869,SVG,2
894869,CD,3
894869,CD,4
894879,CKING,1
894879,SVG,2
894879,ATM,3
894879,ATM,4
894965,CKING,1
894965,SVG,2
894965,ATM,3
894965,ATM,4
894994,SVG,1
894994,SVG,2
895111,CKING,1
895111,MMDA,2
895111,TRUST,3
895111,TRUST,4
895152,CKING,1
895152,SVG,2
895152,ATM,3
895152,HMEQLC,4
895152,HMEQLC,5
895193,CKING,1
895193,SVG,2
895193,ATM,3
895193,AUTO,4
895193,AUTO,5
895204,CKING,1
895204,HMEQLC,2
895204,CKCRD,3
895204,CKCRD,4
895208,CKING,1
895208,SVG,2
895208,SVG,3
895219,SVG,1
895219,CD,2
895219,CD,3
895226,CKING,1
895226,ATM,2
895226,ATM,3
895303,CKING,1
895303,CD,2
895303,CD,3
895305,CKING,1
895305,CKING,2
895351,CKING,1
895351,CD,2
895351,ATM,3
895351,ATM,4
895426,CKING,1
895426,MMDA,2
895426,ATM,3
895426,ATM,4
895539,CKING,1
895539,MMDA,2
895539,CD,3
895539,ATM,4
895539,HMEQLC,5
895539,AUTO,6
895539,AUTO,7
895667,SVG,1
895667,SVG,2
895710,CKING,1
895710,SVG,2
895710,ATM,3
895710,ATM,4
895842,CKING,1
895842,CKING,2
895844,CKING,1
895844,SVG,2
895844,MTG,3
895844,MTG,4
895861,CKING,1
895861,CD,2
895861,CCRD,3
895861,CKCRD,4
895861,CKCRD,5
895929,CKING,1
895929,SVG,2
895929,ATM,3
895929,ATM,4
896002,CKING,1
896002,SVG,2
896002,CD,3
896002,IRA,4
896002,ATM,5
896002,ATM,6
896043,CKING,1
896043,MMDA,2
896043,MMDA,3
896065,IRA,1
896065,IRA,2
896130,CKING,1
896130,MMDA,2
896130,IRA,3
896130,ATM,4
896130,ATM,5
896136,CKING,1
896136,SVG,2
896136,ATM,3
896136,MTG,4
896136,MTG,5
896137,CD,1
896137,CD,2
896195,CKING,1
896195,MTG,2
896195,MTG,3
896275,CKING,1
896275,AUTO,2
896275,AUTO,3
896308,CKING,1
896308,ATM,2
896308,CCRD,3
896308,CCRD,4
896362,CKING,1
896362,SVG,2
896362,CKCRD,3
896362,CKCRD,4
896396,CKING,1
896396,SVG,2
896396,CD,3
896396,TRUST,4
896396,TRUST,5
896647,CKING,1
896647,CD,2
896647,ATM,3
896647,CCRD,4
896647,CCRD,5
896653,CKING,1
896653,HMEQLC,2
896653,HMEQLC,3
896683,CKING,1
896683,SVG,2
896683,ATM,3
896683,ATM,4
896685,CKING,1
896685,SVG,2
896685,SVG,3
896693,CKING,1
896693,CKING,2
896701,CKING,1
896701,SVG,2
896701,ATM,3
896701,MTG,4
896701,MTG,5
896814,CKING,1
896814,SVG,2
896814,CD,3
896814,CCRD,4
896814,CCRD,5
896892,CKING,1
896892,MMDA,2
896892,CD,3
896892,CCRD,4
896892,CKCRD,5
896892,CKCRD,6
896998,CKING,1
896998,MMDA,2
896998,SVG,3
896998,IRA,4
896998,ATM,5
896998,ATM,6
897106,CKING,1
897106,MMDA,2
897106,SVG,3
897106,CCRD,4
897106,HMEQLC,5
897106,CKCRD,6
897106,CKCRD,7
897113,CKING,1
897113,HMEQLC,2
897113,HMEQLC,3
897116,CKING,1
897116,HMEQLC,2
897116,CKCRD,3
897116,CKCRD,4
897159,CKING,1
897159,SVG,2
897159,CD,3
897159,ATM,4
897159,CCRD,5
897159,HMEQLC,6
897159,HMEQLC,7
897234,CKING,1
897234,HMEQLC,2
897234,HMEQLC,3
897328,CKING,1
897328,SVG,2
897328,CCRD,3
897328,MTG,4
897328,MTG,5
897345,CKING,1
897345,SVG,2
897345,SVG,3
897363,SVG,1
897363,SVG,2
897475,CKING,1
897475,MMDA,2
897475,CD,3
897475,ATM,4
897475,TRUST,5
897475,TRUST,6
897483,CKING,1
897483,SVG,2
897483,ATM,3
897483,ATM,4
897499,CKING,1
897499,SVG,2
897499,CCRD,3
897499,CKCRD,4
897499,CKCRD,5
897552,CKING,1
897552,SVG,2
897552,ATM,3
897552,CCRD,4
897552,HMEQLC,5
897552,AUTO,6
897552,AUTO,7
897664,SVG,1
897664,SVG,2
897726,CKING,1
897726,ATM,2
897726,ATM,3
897770,CKING,1
897770,SVG,2
897770,CD,3
897770,AUTO,4
897770,CKCRD,5
897770,CKCRD,6
897786,CKING,1
897786,MMDA,2
897786,SVG,3
897786,CD,4
897786,IRA,5
897786,ATM,6
897786,AUTO,7
897786,AUTO,8
897888,CKING,1
897888,SVG,2
897888,ATM,3
897888,ATM,4
897892,CKING,1
897892,SVG,2
897892,IRA,3
897892,IRA,4
897983,CKING,1
897983,SVG,2
897983,ATM,3
897983,ATM,4
898011,CKING,1
898011,SVG,2
898011,CD,3
898011,CD,4
898015,CKING,1
898015,ATM,2
898015,ATM,3
898061,CKING,1
898061,SVG,2
898061,CD,3
898061,CCRD,4
898061,TRUST,5
898061,CKCRD,6
898061,CKCRD,7
898120,CKING,1
898120,SVG,2
898120,CCRD,3
898120,CKCRD,4
898120,CKCRD,5
898128,SVG,1
898128,SVG,2
898129,CKING,1
898129,SVG,2
898129,CD,3
898129,IRA,4
898129,CKCRD,5
898129,CKCRD,6
898189,SVG,1
898189,SVG,2
898217,CKING,1
898217,ATM,2
898217,HMEQLC,3
898217,HMEQLC,4
898228,CKING,1
898228,SVG,2
898228,ATM,3
898228,ATM,4
898296,CKING,1
898296,ATM,2
898296,ATM,3
898359,CKING,1
898359,IRA,2
898359,ATM,3
898359,ATM,4
898472,CKING,1
898472,SVG,2
898472,ATM,3
898472,ATM,4
898490,CKING,1
898490,CD,2
898490,CKCRD,3
898490,CKCRD,4
898522,CKING,1
898522,SVG,2
898522,ATM,3
898522,MTG,4
898522,MTG,5
898585,MMDA,1
898585,CD,2
898585,CD,3
898668,CKING,1
898668,SVG,2
898668,SVG,3
898717,CKING,1
898717,SVG,2
898717,ATM,3
898717,ATM,4
898755,CKING,1
898755,SVG,2
898755,SVG,3
898869,CKING,1
898869,MMDA,2
898869,MMDA,3
898900,CKING,1
898900,SVG,2
898900,CD,3
898900,AUTO,4
898900,AUTO,5
898983,CKING,1
898983,ATM,2
898983,HMEQLC,3
898983,MTG,4
898983,MTG,5
899030,CKING,1
899030,SVG,2
899030,IRA,3
899030,IRA,4
899175,CKING,1
899175,SVG,2
899175,CD,3
899175,CD,4
899248,CKING,1
899248,SVG,2
899248,ATM,3
899248,HMEQLC,4
899248,HMEQLC,5
899309,CKING,1
899309,ATM,2
899309,ATM,3
899341,CKING,1
899341,SVG,2
899341,CD,3
899341,IRA,4
899341,ATM,5
899341,ATM,6
899462,CKING,1
899462,HMEQLC,2
899462,HMEQLC,3
899554,CKING,1
899554,SVG,2
899554,SVG,3
899627,CKING,1
899627,CD,2
899627,TRUST,3
899627,TRUST,4
899665,SVG,1
899665,SVG,2
899772,CD,1
899772,CD,2
899876,SVG,1
899876,SVG,2
899950,MMDA,1
899950,SVG,2
899950,SVG,3
899973,CKING,1
899973,SVG,2
899973,SVG,3
900073,CKING,1
900073,SVG,2
900073,CCRD,3
900073,AUTO,4
900073,CKCRD,5
900073,CKCRD,6
900146,SVG,1
900146,SVG,2
900226,CKING,1
900226,SVG,2
900226,CKCRD,3
900226,CKCRD,4
900255,CKING,1
900255,ATM,2
900255,ATM,3
900355,CKING,1
900355,CD,2
900355,CD,3
900364,SVG,1
900364,CD,2
900364,ATM,3
900364,ATM,4
900401,CKING,1
900401,HMEQLC,2
900401,HMEQLC,3
900552,CKING,1
900552,MMDA,2
900552,SVG,3
900552,CD,4
900552,IRA,5
900552,CCRD,6
900552,HMEQLC,7
900552,CKCRD,8
900552,CKCRD,9
900591,CKING,1
900591,SVG,2
900591,CD,3
900591,CD,4
900626,CKING,1
900626,SVG,2
900626,ATM,3
900626,MTG,4
900626,MTG,5
900689,CKING,1
900689,CKING,2
900767,CKING,1
900767,SVG,2
900767,ATM,3
900767,CCRD,4
900767,HMEQLC,5
900767,HMEQLC,6
900824,CKING,1
900824,SVG,2
900824,ATM,3
900824,AUTO,4
900824,AUTO,5
900826,CKING,1
900826,SVG,2
900826,ATM,3
900826,HMEQLC,4
900826,HMEQLC,5
900846,CKING,1
900846,SVG,2
900846,CCRD,3
900846,CKCRD,4
900846,CKCRD,5
900868,CKING,1
900868,SVG,2
900868,CD,3
900868,ATM,4
900868,HMEQLC,5
900868,HMEQLC,6
900884,CKING,1
900884,SVG,2
900884,CD,3
900884,CCRD,4
900884,CKCRD,5
900884,CKCRD,6
900909,CKING,1
900909,MMDA,2
900909,SVG,3
900909,CD,4
900909,CD,5
901012,CKING,1
901012,SVG,2
901012,CD,3
901012,ATM,4
901012,MTG,5
901012,TRUST,6
901012,TRUST,7
901273,CKING,1
901273,SVG,2
901273,CD,3
901273,CD,4
901327,CKING,1
901327,MMDA,2
901327,CD,3
901327,IRA,4
901327,CCRD,5
901327,TRUST,6
901327,CKCRD,7
901327,CKCRD,8
901414,CKING,1
901414,CKING,2
901452,CKING,1
901452,SVG,2
901452,SVG,3
901455,CKING,1
901455,MMDA,2
901455,ATM,3
901455,ATM,4
901488,CKING,1
901488,CD,2
901488,ATM,3
901488,HMEQLC,4
901488,TRUST,5
901488,TRUST,6
901501,CKING,1
901501,ATM,2
901501,HMEQLC,3
901501,HMEQLC,4
901533,CD,1
901533,CD,2
901566,CKING,1
901566,SVG,2
901566,IRA,3
901566,IRA,4
901581,CKING,1
901581,MMDA,2
901581,ATM,3
901581,ATM,4
901591,CKING,1
901591,SVG,2
901591,CD,3
901591,ATM,4
901591,ATM,5
901677,SVG,1
901677,SVG,2
901711,CKING,1
901711,ATM,2
901711,ATM,3
901745,CKING,1
901745,SVG,2
901745,CD,3
901745,CD,4
901756,CKING,1
901756,MMDA,2
901756,SVG,3
901756,CD,4
901756,ATM,5
901756,TRUST,6
901756,TRUST,7
901995,CKING,1
901995,SVG,2
901995,CD,3
901995,ATM,4
901995,HMEQLC,5
901995,HMEQLC,6
902017,CKING,1
902017,SVG,2
902017,ATM,3
902017,ATM,4
902020,CKING,1
902020,CKCRD,2
902020,CKCRD,3
902059,CKING,1
902059,MMDA,2
902059,SVG,3
902059,CD,4
902059,ATM,5
902059,HMEQLC,6
902059,TRUST,7
902059,TRUST,8
902092,CKING,1
902092,SVG,2
902092,ATM,3
902092,ATM,4
902172,CKING,1
902172,CD,2
902172,ATM,3
902172,AUTO,4
902172,AUTO,5
902180,CKING,1
902180,SVG,2
902180,ATM,3
902180,ATM,4
902183,CKING,1
902183,SVG,2
902183,ATM,3
902183,ATM,4
902185,CKING,1
902185,MMDA,2
902185,SVG,3
902185,ATM,4
902185,ATM,5
902186,CKING,1
902186,SVG,2
902186,IRA,3
902186,IRA,4
902201,IRA,1
902201,IRA,2
902219,CKING,1
902219,SVG,2
902219,CD,3
902219,ATM,4
902219,MTG,5
902219,MTG,6
902354,CKING,1
902354,IRA,2
902354,IRA,3
902356,CKING,1
902356,MMDA,2
902356,MMDA,3
902433,CKING,1
902433,SVG,2
902433,CD,3
902433,ATM,4
902433,CCRD,5
902433,CCRD,6
902538,SVG,1
902538,SVG,2
902546,CKING,1
902546,SVG,2
902546,ATM,3
902546,HMEQLC,4
902546,HMEQLC,5
902568,CKING,1
902568,MMDA,2
902568,SVG,3
902568,CD,4
902568,TRUST,5
902568,TRUST,6
902646,CKING,1
902646,CD,2
902646,AUTO,3
902646,AUTO,4
902660,CKING,1
902660,SVG,2
902660,CD,3
902660,IRA,4
902660,ATM,5
902660,ATM,6
902785,CKING,1
902785,MMDA,2
902785,SVG,3
902785,ATM,4
902785,HMEQLC,5
902785,HMEQLC,6
902850,CKING,1
902850,SVG,2
902850,SVG,3
902908,CKING,1
902908,SVG,2
902908,ATM,3
902908,MTG,4
902908,MTG,5
902914,CKING,1
902914,ATM,2
902914,HMEQLC,3
902914,HMEQLC,4
902986,ATM,1
902986,ATM,2
902996,CKING,1
902996,SVG,2
902996,IRA,3
902996,ATM,4
902996,ATM,5
903013,SVG,1
903013,CD,2
903013,CD,3
903099,CKING,1
903099,ATM,2
903099,ATM,3
903178,CKING,1
903178,ATM,2
903178,ATM,3
903209,CKING,1
903209,CCRD,2
903209,CCRD,3
903240,CKING,1
903240,ATM,2
