TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,00012313,,1,1,1,1,100,100,100,100,23,23,25,36,40,6,11,9,N,0,00,,F,H,55500,0,56501
0,00175198,,3,4,2,2,17,12.67,10.75,14,20,43,12,32,36,6,15,15,A,0,38,49,F,H,68000,38,44223
0,00175194,,2,2,0,0,15,12.5,12.5,,18,28,10,23,22,4,4,9,A,0,34,,F,U,61400,45,0
1,00175226,11,2,12,2,6,10,9,7.25,9,18,78,12,31,55,6,14,23,S,1,48,79,M,U,69300,31,40237
0,00175219,,3,6,2,2,10,5.33,5.83,5.5,18,29,12,26,26,6,13,11,A,0,49,35,F,H,50200,36,40237
1,00175216,10,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,49,62,M,H,69500,30,40237
0,00175251,,9,16,5,8,50,33.89,24.5,31.6,19,81,14,34,61,6,17,23,A,1,49,,M,U,55600,36,0
1,00175283,50,3,12,1,8,40,41.67,42.08,35,19,115,13,34,79,6,16,31,S,1,13,52,F,H,102700,40,88383
0,00175412,,2,10,1,7,15,12.5,9.1,10,15,122,9,25,64,2,9,26,E,1,02,74,F,U,80600,28,43608
1,00175396,22,2,4,1,3,16,15,13,16,21,77,10,24,41,4,9,14,A,0,10,43,F,H,40900,30,43608
0,00184124,,5,34,2,21,27,17.8,8.15,12,4,130,24,46,130,11,22,54,S,1,10,60,F,U,49000,38,0
0,00174936,,3,20,2,9,24,20,9.05,18,21,76,15,36,62,6,16,23,S,1,18,49,U,H,46800,39,43608
1,00175438,25,3,28,3,16,31,25.67,15.46,25.67,24,118,7,22,67,4,14,28,A,1,04,77,U,U,92500,30,0
1,00175602,3,8,27,6,13,3,3.25,3.43,3.33,19,126,7,23,39,4,13,16,A,0,10,74,F,U,21700,31,0
0,00002814,,3,4,2,2,10,7.33,8,6,15,24,24,33,32,10,14,13,N,1,21,72,F,H,44700,23,42648
1,00175471,5,5,7,3,3,5,7,6.57,5.33,18,32,12,30,28,6,15,13,A,0,04,,F,U,81300,17,0
0,00175504,,5,29,2,15,15,9.2,5.34,8.5,18,111,13,35,77,6,17,30,S,1,05,81,F,U,64900,27,54909
1,00175535,20,4,5,2,3,13,12,10.6,16.5,16,40,14,34,36,6,15,14,A,1,02,36,M,U,90400,27,55137
1,00175584,15,3,5,1,2,15,14,11.2,15,18,57,12,32,41,6,16,17,A,0,16,72,M,H,45400,50,44786
1,00175582,15,3,7,2,4,15,12,9.43,10.5,15,53,9,22,38,3,10,15,E,1,30,37,F,U,41100,30,0
1,00175579,20,1,3,0,1,15,25,16.67,,18,44,12,29,33,6,6,13,A,0,10,49,F,U,37700,39,0
0,00175617,,3,17,2,13,10,10,8.35,10,20,127,13,33,76,6,15,32,S,1,21,83,M,H,47100,26,40631
0,00175609,,7,15,4,9,10,10.29,9.1,10,16,74,14,32,54,6,15,22,S,1,10,81,F,H,46100,28,40631
1,00175659,10,2,11,2,10,15,12.5,7.82,12.5,21,130,11,29,65,4,12,27,A,1,11,82,F,H,146500,26,72238
1,00175637,20,2,3,0,1,20,12.5,15,,18,69,10,22,36,4,4,12,A,0,12,52,M,U,85800,40,72238
0,00175663,,1,1,1,1,20,20,20,20,18,18,11,16,13,4,6,5,F,0,21,48,F,H,39800,44,46580
0,00174578,,3,5,1,2,15,13.67,11,15,19,63,13,24,41,6,10,14,A,0,28,,M,U,62900,43,0
0,00190598,,2,7,2,7,20,15,22.57,15,21,85,13,31,64,6,14,23,A,1,26,80,F,U,66300,39,0
1,00175731,10,1,13,0,5,12,12,11,,26,113,9,27,64,4,4,25,A,1,20,80,M,H,86400,40,47713
1,00175719,5,4,12,2,7,10,9.25,8.33,8.5,18,64,13,34,52,6,16,21,A,1,16,72,M,H,74900,45,47713
1,00175708,30,2,2,1,1,25,25,25,25,18,32,13,28,25,6,13,11,A,0,18,55,M,H,53200,65,47713
0,00175730,,2,15,2,7,15,17.5,12.4,17.5,25,105,8,24,64,5,15,29,A,0,15,85,M,U,127300,30,0
1,00003631,13,5,9,3,3,10,13.2,13.11,13.67,5,24,34,44,43,9,14,12,N,1,16,,M,U,64200,38,0
1,00008912,20,1,7,1,1,20,20,16.86,20,25,57,9,21,42,4,9,8,N,0,16,57,F,H,74900,45,47713
0,00175759,,3,4,1,2,12,12.33,10.5,15,19,45,13,28,33,6,11,11,A,0,20,,F,U,84000,25,0
1,00175790,21,2,4,1,2,15,12.5,11.25,10,26,43,10,28,32,4,13,13,A,0,29,73,F,U,75900,54,62389
1,00175782,21,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0,17,,F,U,95300,38,62389
1,00175057,19,3,9,1,6,18,18,12.11,18,16,80,16,36,59,6,15,23,S,1,40,46,M,U,98700,37,0
0,00012783,,3,11,2,5,10,13.33,9.64,13.5,16,87,28,48,62,6,15,19,A,0,12,83,F,H,88400,31,62389
1,00175847,10,5,7,1,2,4.5,6.2,5.5,5,18,40,13,33,33,6,15,14,A,1,11,67,F,H,207000,25,82079
1,00174422,5,7,12,5,6,6,4.71,4.17,5,16,44,14,32,37,6,16,16,S,1,00,,F,U,103600,0,82079
1,00175902,15,4,14,2,6,10,11.25,9.07,10,15,80,13,34,61,6,16,23,A,1,28,,F,H,80700,40,47863
1,00175907,15,4,17,4,15,15,14,9.53,14,25,124,11,31,71,6,17,32,A,1,28,82,F,H,80700,40,47863
0,00175378,,1,1,0,0,15,15,15,,20,20,10,17,14,3,3,5,F,0,09,75,F,U,81900,31,47863
0,00175890,,1,4,1,2,15,15,10.5,15,19,57,11,28,41,5,12,16,A,0,16,84,M,H,68100,54,47863
0,00087180,,2,11,2,5,22,19.5,17.45,19.5,24,67,7,24,37,4,13,16,A,0,41,,F,H,64200,32,47863
1,00175917,15,3,9,0,4,10,13.33,13.33,,15,105,13,30,62,5,5,25,A,1,44,72,F,H,86600,32,76021
1,00175951,15,2,5,0,1,15,13.5,10.4,,23,63,12,28,44,6,6,16,A,0,20,52,F,H,58400,43,38758
1,00175935,15,1,1,0,0,15,15,15,,16,16,11,16,13,4,4,5,F,0,20,,F,U,54100,43,0
1,00175974,11,3,9,2,5,12,11.33,7.44,11,18,91,13,32,56,6,15,21,A,0,30,80,M,U,54200,29,49682
1,00175996,10,1,4,0,1,15,15,11.5,,19,44,11,31,35,5,5,15,A,0,12,62,F,H,114900,35,42080
0,00176047,,2,16,2,10,25,22.5,15.56,22.5,22,129,13,32,74,6,15,31,A,1,18,,U,U,66900,38,0
0,00176038,,1,9,0,5,20,20,10.56,,22,123,11,23,54,5,5,23,S,1,17,74,F,H,72700,32,57086
1,00176053,12,4,6,1,2,10,10.5,9,12,18,44,13,33,37,6,15,15,A,0,08,55,M,U,0,39,0
0,00176237,,1,1,1,1,20,20,20,20,21,21,11,18,16,4,7,6,F,0,30,,M,U,47500,34,0
1,00176107,20,3,15,2,11,21,16.33,11.53,14,15,128,13,33,74,6,15,32,A,1,40,68,F,H,92600,36,43004
1,00176140,8,4,8,3,6,5,8.5,8.75,6.67,16,105,9,27,48,4,12,20,A,1,24,63,M,U,70900,54,0
0,00176122,,3,4,2,3,15,13,11,14,17,41,13,31,33,6,14,13,A,0,35,70,M,H,123400,45,55337
0,00176176,,2,16,0,9,10,9,5.56,,18,99,12,29,65,5,5,25,A,1,20,82,F,H,119900,53,44295
0,00176174,,4,23,3,13,10,8.5,8.09,8,18,89,13,34,71,6,17,26,S,1,18,76,F,U,70000,36,0
1,00003504,17,8,9,3,3,18,15.88,15.78,14.33,15,33,29,48,48,7,16,14,S,1,18,78,F,U,70000,36,44295
0,00188577,,1,8,1,5,25,20,14.38,20,5,86,18,37,65,8,18,26,A,1,35,36,F,H,92700,42,59599
1,00176221,13,5,9,4,5,10,7,7.22,6.25,16,55,14,35,46,6,16,18,A,0,17,,F,U,62500,34,40909
1,00000931,12,9,30,5,9,7,5.78,5.1,5.8,11,64,24,46,85,10,21,32,A,1,49,50,M,H,64600,27,40909
1,00176252,15,8,22,5,14,15,14,10.36,13.6,22,105,13,34,73,6,17,28,S,1,12,86,M,U,71600,65,56353
0,00176248,,2,7,0,2,25,22.5,12.43,,25,86,12,30,55,6,6,22,A,0,34,48,F,U,96100,41,0
1,00176138,10,3,16,1,6,10,12,8.31,10,18,104,8,29,68,4,15,27,A,1,25,,M,H,0,21,0
0,00176070,,3,3,3,3,17,15.67,15.67,15.67,16,29,14,28,26,6,13,11,A,1,40,41,F,H,0,36,0
1,00176292,25,1,5,0,4,25,25,9,,26,88,9,21,46,4,4,17,A,1,31,,M,U,43100,36,0
1,00186456,5,4,34,3,19,5,5.25,5.09,5.33,4,129,32,50,103,8,16,39,S,1,27,26,F,U,58900,35,48071
0,00176284,,3,6,2,3,14,12.67,8.83,12,18,67,6,21,36,4,11,15,A,0,27,81,F,H,50200,35,48071
0,00176269,,4,5,1,1,10,8.5,8,10,18,32,12,27,25,6,13,11,A,1,35,45,F,H,86100,45,48071
0,00176261,,1,1,1,1,15,15,15,15,20,20,8,15,13,3,6,5,F,0,40,,F,U,63900,34,0
0,00176336,,1,1,1,1,20,20,20,20,17,17,12,17,15,4,6,5,F,0,25,,F,U,51300,8,59727
1,00176380,15,3,3,2,2,20,10,10,5,25,32,12,29,28,6,14,12,A,0,24,48,M,U,86500,40,50965
1,00176379,10,1,1,1,1,20,20,20,20,21,21,8,15,13,3,6,5,N,0,25,77,M,H,82900,6,50965
1,00176409,30,2,10,2,6,20,15,12.4,15,20,91,13,32,60,6,15,25,A,1,40,56,M,H,70900,45,46772
1,00176740,30,1,1,1,1,20,20,20,20,17,17,5,9,7,2,4,3,F,0,24,,M,U,77000,31,0
1,00176443,10,0,20,0,13,10,0,14,,18,129,12,12,78,5,5,32,A,1,46,76,F,H,64100,39,42846
0,00176441,,1,7,0,3,20,20,12.29,,18,89,13,31,54,6,6,22,A,1,43,72,F,H,39500,31,42846
0,00176603,,2,2,2,2,15,12.5,12.5,12.5,23,23,12,24,22,6,12,10,N,0,51,17,F,H,46500,30,42676
1,00176454,23,1,1,1,1,23,23,23,23,21,21,10,17,15,4,7,6,F,0,41,,F,H,42600,37,42676
1,00009230,5,2,23,0,11,5,3,3.09,,6,128,24,42,82,4,4,24,S,1,51,87,M,H,36400,28,42676
1,00176491,25,3,4,2,2,18,18.67,16.5,17,15,44,13,33,38,6,15,15,A,0,46,,F,U,55000,32,0
0,00176579,,3,4,3,3,10,8.67,9,8.67,15,33,12,26,25,6,13,11,A,0,46,,F,H,63900,33,51875
0,00176637,,3,11,3,6,20,15.33,12.09,15.33,16,75,15,32,59,6,15,22,A,0,49,77,M,H,54600,37,45775
1,00176654,20,4,12,3,8,20,17,11.83,18,24,124,12,30,67,6,15,28,A,1,48,75,M,U,85600,47,36418
1,00188639,24,5,15,2,8,15,23.8,18.27,21.5,6,113,19,41,91,8,19,34,S,1,24,73,M,U,93200,33,0
0,00176684,,2,12,2,8,20,12.5,7.92,12.5,23,124,12,32,64,6,15,28,A,1,25,72,F,U,83400,24,0
1,00176680,5,3,12,2,7,6,7.33,7.92,7.5,18,92,7,18,37,4,10,15,S,1,24,50,F,U,83400,42,51533
0,00176779,,4,4,2,2,10,8,8,8.5,18,31,13,27,25,6,12,10,A,1,12,62,F,H,52200,40,40076
0,00176728,,2,8,1,4,15,15,11.63,15,18,85,15,34,60,6,15,24,A,0,21,72,M,U,52800,43,40076
1,00176697,15,1,1,1,1,15,15,15,15,19,19,9,13,13,3,5,5,F,0,16,47,M,H,46900,30,40076
1,00191663,10,4,13,3,8,10,10.75,9.31,10.67,20,63,8,29,50,4,15,22,A,1,14,70,M,U,53800,32,0
0,00002063,,6,7,2,3,20,14,13.43,11,17,29,25,40,52,11,18,20,A,0,31,57,F,U,54300,43,40076
1,00005180,13,2,33,2,11,10,15,9.39,15,5,110,22,42,108,9,19,30,S,1,16,78,F,H,46900,30,40076
1,00176743,7,5,7,2,3,3,5,4.86,6,15,41,12,32,31,6,15,14,A,1,30,77,M,U,33500,22,49844
1,00188421,10,2,26,2,14,10,17.5,7.5,17.5,6,123,17,36,80,6,14,32,A,1,18,73,M,H,70400,36,49460
1,00176781,10,3,4,2,3,10,10,8.75,10,17,41,12,30,32,6,14,13,A,0,24,66,M,U,81100,31,0
0,00176777,,3,3,2,2,5,20,20,17.5,16,32,13,27,27,5,11,10,A,0,42,51,U,H,101500,12,55994
1,00176825,12,6,45,3,19,15,11.83,5.02,11.33,15,125,12,30,73,5,15,30,S,1,00,80,M,U,90800,0,0
0,00176836,,6,14,4,8,20,19.33,14.93,19,15,113,15,35,70,6,16,27,A,1,48,,M,H,63400,44,36745
1,00176833,28,4,16,2,6,26,21.5,15.44,20.5,16,64,14,36,59,6,17,23,S,1,48,51,F,U,63400,44,36745
0,00176838,,2,2,2,2,15,12.5,12.5,12.5,24,28,9,22,23,4,10,9,A,0,30,71,F,H,77800,45,52604
1,00176862,20,2,23,1,13,10,10,10.04,10,18,123,13,34,78,6,16,32,S,1,37,,F,U,107400,57,0
1,00176850,15,2,19,1,9,15,15,9.84,15,22,89,6,20,45,4,12,19,S,1,37,60,U,U,92000,44,0
1,00176863,20,2,2,1,1,20,16.5,16.5,13,19,33,10,25,24,4,10,9,A,0,51,36,M,U,44200,59,0
0,00176874,,3,9,1,3,40,36.67,20.89,35,26,69,11,32,56,5,15,21,A,0,49,64,F,U,75100,37,49464
1,00176907,8,4,10,1,4,6,6,5.2,6,16,81,13,31,50,6,13,19,A,0,36,41,F,U,47600,41,38166
1,00176890,8,4,8,2,3,7,6.25,5.63,6.5,19,40,7,23,26,4,13,12,A,0,39,67,F,U,47000,41,38166
1,00176881,5,4,7,4,4,5,6.25,5.43,6.25,16,29,14,26,25,6,12,10,A,1,39,67,F,H,41500,47,38166
1,00001042,8,5,16,3,9,9,10.6,9.19,13,15,105,11,30,67,4,13,25,A,1,34,,M,H,82600,45,38166
0,00176935,,3,10,2,5,10,8.33,10.1,10,17,69,13,29,51,6,14,20,A,0,45,82,F,H,44300,22,38170
1,00176948,20,3,3,2,2,17,17.33,17.33,16,22,34,12,30,29,6,15,13,A,0,36,73,M,H,48000,31,41801
0,00003875,,1,19,1,9,33,33,20.32,33,25,112,19,40,89,8,18,36,A,1,36,83,F,H,56600,37,41801
0,00176973,,1,6,0,2,20,20,11.5,,18,89,11,27,51,4,4,19,A,0,39,75,F,H,69600,35,44180
1,00177009,5,3,19,2,11,10,10,7.42,10,15,130,12,31,77,5,13,31,A,1,48,,U,U,58400,27,0
1,00177017,15,1,15,0,6,13,13,7.6,,18,93,11,29,63,4,4,23,A,1,46,,M,H,71900,45,39154
1,00177039,21,4,12,3,9,15.75,15.19,9.73,15.25,17,122,14,36,65,6,17,30,A,0,46,75,F,H,62000,30,48125
0,00167054,,2,28,0,15,15,12.5,4.04,,25,130,13,33,75,6,6,31,A,1,13,,F,U,55900,38,48125
1,00177041,15,3,4,3,4,15,15,12.5,15,20,41,12,32,37,6,15,15,A,0,46,,F,U,66100,48,0
0,00177053,,2,22,2,16,20,20,9.82,20,24,128,13,34,82,6,17,34,A,1,49,84,M,H,71100,31,45489
1,00177087,12,5,5,3,3,12,11.4,11.4,11,20,33,12,29,30,6,14,12,S,1,27,33,M,H,61900,34,41714
1,00177113,14,3,5,2,4,10,11.67,10,10,18,64,12,28,43,6,13,16,A,0,53,,F,U,40400,39,0
0,00177119,,1,15,0,11,19,19,16.53,,18,129,13,32,80,6,6,33,A,1,46,74,M,U,61600,39,34129
1,00151698,20,2,3,1,2,20,20,15,20,19,40,12,31,33,6,15,14,A,0,35,65,M,H,38800,45,34129
1,00177131,10,3,4,3,3,10,13,12.25,13,15,24,14,24,24,6,11,9,N,1,27,76,F,U,60500,43,43350
0,00177158,,2,6,0,3,23,22,15.33,,18,86,13,34,58,6,6,24,A,0,36,52,M,U,107400,33,0
0,00177151,,3,11,2,4,12,13,8.82,13.5,19,69,15,34,59,6,16,23,A,1,46,,F,U,69900,41,0
0,00087485,,1,12,0,7,30,30,10.58,,18,131,13,35,72,6,6,32,A,1,25,68,F,U,75800,27,43350
1,00177190,8,4,4,2,2,10,7.25,7.25,6,15,32,11,26,25,5,11,10,A,0,30,,F,U,47800,31,0
0,00177246,,2,5,2,3,15,12.5,7.8,12.5,17,57,12,29,42,6,14,17,A,0,51,79,F,H,44600,38,35250
1,00177260,2,7,12,4,8,6,6.29,5.92,6.5,15,112,14,35,62,6,16,25,A,1,45,51,M,U,49200,40,34375
1,00177238,12,4,20,3,14,15,12.5,9.55,11.67,19,129,15,34,82,6,17,33,S,1,40,65,F,U,87100,31,0
1,00177282,10,3,11,1,8,17,16.33,11.73,17,15,122,12,33,75,5,15,30,L,1,51,48,F,H,52000,47,33417
0,00177281,,1,15,0,6,9,9,9.6,,18,84,12,32,61,6,6,23,S,1,43,,F,U,59000,48,0
0,00177280,,1,8,1,3,30,30,14.5,30,21,62,12,32,52,6,16,21,A,0,51,27,F,H,52000,47,33417
1,00177315,15,3,12,0,7,10,12.33,8.25,,18,125,13,30,64,6,6,28,S,1,40,59,M,H,101500,24,35514
1,00177307,10,3,11,2,6,10,16.67,9.73,15,16,86,13,30,57,6,14,23,S,1,30,,F,U,58500,39,0
0,00177295,,8,10,4,5,10,10,9.77,10,15,45,14,33,37,6,16,16,S,1,30,75,M,U,53400,48,0
1,00177613,20,5,13,4,8,20,22,19.23,21.25,24,53,14,32,48,6,16,20,A,1,43,,M,U,80300,38,46513
0,00177340,,3,14,3,9,15,13.67,10.21,13.67,16,87,14,36,62,6,17,24,A,1,41,67,F,U,46400,41,46513
1,00177329,20,2,2,2,2,20,20,20,20,21,29,10,22,23,4,10,9,A,0,41,49,F,H,68400,34,46513
1,00186375,10,1,2,1,2,10,20,15,20,9,18,18,23,21,5,7,6,F,0,23,,M,U,106000,39,0
1,00177423,10,4,24,4,16,10,10,6.38,10,24,129,10,28,73,5,15,30,A,1,23,72,F,U,106000,39,0
0,00177421,,4,16,1,11,10,6.75,6.81,10,16,116,14,33,68,6,14,27,S,1,26,81,M,H,68200,31,53465
0,00177420,,2,14,1,7,7,8.5,6,10,18,125,13,32,67,6,15,30,A,1,27,85,F,H,58500,42,53465
0,00177402,,5,18,3,10,15,9.8,8.33,10.33,16,80,14,36,66,6,17,25,S,1,44,65,M,H,97300,41,53465
0,00177444,,2,13,1,7,20,17.5,10.62,15,21,75,12,32,59,6,16,23,A,1,49,35,F,H,56600,37,30819
0,00177460,,2,12,0,7,10,12.5,8.08,,18,125,12,32,73,5,5,28,A,1,45,,M,U,57300,47,0
1,00177458,6,9,27,8,15,6,7.89,9.89,8.13,17,92,11,30,68,6,17,28,S,1,43,,U,U,57300,41,0
0,00177453,,2,5,1,3,20,20,13,20,20,69,13,30,44,6,13,17,A,0,45,54,F,U,57300,47,29349
0,00007722,,3,28,2,12,15,12,11.61,10.5,18,106,24,46,114,6,17,33,S,1,45,,F,H,57300,47,29349
1,00177516,37,2,7,0,2,22,19,13.43,,18,88,13,34,54,6,6,24,A,0,46,76,M,H,71800,34,38523
0,00177479,,1,1,1,1,20,20,20,20,16,16,12,16,13,5,7,6,F,0,37,,U,U,73300,41,0
1,00177556,18,4,6,1,2,10,18,17.83,30,15,45,12,34,40,6,17,17,A,1,26,76,F,H,61300,46,37139
1,00168589,10,5,8,2,3,12,14,11.88,13,15,57,15,35,48,6,16,17,A,1,08,,F,U,83500,43,37139
0,00177554,,4,5,1,2,15,12.25,10.8,16,20,40,15,36,40,6,16,15,A,1,27,49,F,U,0,39,0
0,00177487,,1,1,0,0,15,15,15,,19,19,10,15,13,4,4,5,F,0,37,43,M,H,0,41,0
0,00177636,,6,24,5,18,7,5.5,4.13,5.4,15,130,12,31,76,5,15,32,S,1,36,74,M,U,60600,35,36282
1,00177640,30,2,24,1,14,30,28.5,18.96,27,18,122,13,35,81,6,17,33,A,1,49,48,M,H,60000,37,33281
1,00178009,5,8,27,6,21,5,4.88,4.04,4.67,17,129,12,30,79,5,15,33,S,1,45,79,M,U,77900,45,37500
0,00177664,,3,8,0,2,20,16.67,10.88,,15,89,13,32,52,6,6,20,A,0,36,59,M,H,38000,45,36093
1,00177699,3,5,34,3,20,5,3.4,3,3,18,125,13,32,73,6,15,30,S,1,36,80,F,H,47000,37,41228
0,00177719,,1,5,0,2,16,16,13.2,,18,69,10,25,46,4,4,16,A,0,43,61,F,U,43300,38,0
1,00177737,25,2,9,1,6,30,27.5,16.11,25,18,128,13,34,71,6,17,31,A,1,43,37,F,H,42900,21,41250
0,00177739,,2,2,2,2,25,22.5,22.5,22.5,17,32,13,31,29,6,14,12,A,0,46,,F,H,42700,41,44583
1,00177743,15,0,1,0,0,25,0,25,,23,23,10,10,15,4,4,6,N,0,49,59,M,U,35300,43,26324
0,00177762,,3,7,2,3,39,27,19.57,32,16,66,16,36,56,6,15,20,A,0,46,27,M,U,74000,39,51346
0,00177752,,4,4,3,3,10,12,12,12.67,17,29,14,26,25,6,12,10,A,1,34,49,M,H,121600,30,51346
0,00177746,,1,1,1,1,20,20,20,20,19,19,9,14,12,3,5,5,F,0,34,,U,U,84500,41,51346
0,00177745,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,42,,F,U,90600,38,0
1,00177824,9,4,8,4,6,10,8.5,7.63,8.5,17,51,14,32,42,6,14,16,S,1,43,55,F,U,45000,32,43182
0,00177839,,3,4,0,1,12,17.33,15.5,,18,39,14,35,34,6,6,15,A,0,48,,M,U,52900,64,35187
1,00177837,100,3,4,3,3,100,73.33,57.5,73.33,17,40,13,32,37,6,17,16,A,1,00,,M,U,59700,0,0
0,00177861,,4,11,1,3,11,10,9.36,11,16,113,15,37,65,6,17,28,A,0,42,,M,H,55700,31,39002
1,00177867,4,5,20,4,11,4,4,4.25,4.25,16,97,6,19,51,3,10,21,S,1,45,,M,U,46400,40,50731
0,00177894,,2,2,1,1,15,10,10,5,18,23,12,21,18,6,10,8,N,0,36,74,F,H,65200,33,45338
0,00087584,,3,3,2,2,10,10.67,10.67,11,15,24,13,22,22,5,9,8,N,1,36,66,F,U,65200,33,45338
1,00177927,15,1,4,0,2,15,15,11.25,,19,85,10,23,34,4,4,13,A,0,49,74,M,U,70900,32,0
1,00177926,15,4,15,3,7,15,12.5,9.87,11.67,18,62,14,35,58,6,17,24,S,1,49,71,M,U,69100,37,0
1,00177747,10,2,2,2,2,20,20,20,20,17,20,14,22,20,6,10,8,N,0,43,,M,U,47200,26,0
0,00183694,,1,1,1,1,25,25,25,25,21,21,12,19,18,5,8,7,F,0,42,,M,U,45300,39,0
1,00177962,5,7,15,4,10,4,4.57,4.53,4,15,126,11,29,56,5,14,26,S,1,40,74,M,H,61700,41,46160
1,00177960,25,5,23,3,11,20,18,12.48,18.33,18,129,9,26,62,4,13,25,S,1,40,59,M,H,52800,44,46160
0,00177985,,2,2,1,1,15,17.5,17.5,20,20,21,12,20,18,6,10,8,N,0,46,,M,U,31600,39,0
0,00177990,,2,6,1,3,17,16,10,17,21,57,12,33,46,6,17,20,A,1,44,80,M,H,57200,32,46806
0,00177995,,2,8,1,4,20,20.5,13.5,21,17,124,14,35,65,6,16,30,A,0,51,54,F,H,36400,34,40789
0,00178008,,3,15,1,9,25,20,12.8,25,17,93,15,34,66,6,15,25,S,1,45,66,M,H,40700,45,30781
1,00178070,8,5,20,3,8,12,10.4,6.73,9.67,18,110,8,25,61,4,13,27,A,0,35,71,M,H,72200,40,41391
0,00178067,,1,20,0,11,10,10,9.05,,18,127,11,25,72,4,4,29,A,1,40,83,F,H,49500,45,41391
0,00178052,,1,1,1,1,25,25,25,25,21,21,11,18,18,5,8,7,F,0,39,33,M,H,40600,15,41391
0,00009521,,3,18,0,7,20,10.33,6.28,,18,93,18,39,86,6,6,26,A,1,41,78,M,H,33400,40,41391
1,00178085,20,1,14,0,9,20,20,10.43,,26,121,10,31,74,5,5,32,A,1,36,53,M,U,44300,28,36435
1,00178098,6,7,17,4,9,4,3.86,4.41,3.5,16,126,13,34,68,6,16,28,A,1,45,66,F,H,40700,45,27614
0,00178136,,5,25,4,15,10,6.8,5.04,7,17,90,12,29,63,5,15,26,A,1,40,,U,U,59300,35,0
0,00178179,,6,6,3,3,7,5.67,5.67,5.67,17,33,13,28,29,6,13,11,S,1,17,57,M,H,102300,36,40788
1,00003685,15,2,19,1,9,15,11,10.16,12,5,113,29,49,86,8,17,31,S,1,21,55,F,H,82700,20,40788
0,00178582,,4,27,3,18,31,23.5,12.48,23,22,126,13,34,84,6,17,33,S,1,17,,F,U,108300,24,0
0,00178237,,5,12,3,6,10,10,8.83,10,18,67,12,34,52,6,17,22,A,0,25,77,F,U,89300,35,48784
1,00179876,10,3,4,2,2,10,8.33,7.75,7.5,17,20,16,24,22,6,10,8,N,0,31,69,F,U,137300,17,0
1,00178293,12,1,12,1,5,10,11,8.58,11,18,79,12,33,57,5,15,23,A,1,11,,F,U,186200,44,0
1,00178275,5,7,18,5,9,5,5.57,5.33,5.8,17,73,13,33,57,6,16,23,S,1,12,73,F,H,201900,33,86306
1,00178296,15,3,15,2,4,10,13.33,10.53,15,16,102,10,25,51,4,12,21,A,0,14,61,M,H,257100,31,76542
0,00178292,,1,6,0,4,15,15,8.5,,15,81,9,19,42,2,2,15,E,1,11,58,M,H,196800,41,76542
0,00008118,,2,28,1,4,15,17.5,19.46,20,6,76,30,52,110,7,18,26,A,0,15,51,F,H,323000,15,76542
0,00178338,,1,6,1,4,15,15,10.67,15,24,89,11,30,55,6,15,22,A,0,13,,F,U,283100,48,0
1,00178334,11,7,12,3,7,10,11.43,9.17,9.67,15,80,14,35,55,6,16,22,A,1,18,70,U,U,133800,40,91908
1,00178319,25,1,3,0,1,22,22,17.33,,18,52,12,30,38,6,6,16,A,0,13,,M,U,171700,38,0
0,00178315,,1,3,0,2,15,15,10.33,,18,45,10,27,31,4,4,12,A,0,14,32,F,U,262600,33,91908
0,00187020,,2,11,1,6,15,15,10.82,15,4,89,13,30,56,4,11,21,A,1,13,79,M,H,283100,48,91908
0,00178355,,2,4,1,2,25,20,12.5,15,18,52,13,31,37,6,14,16,A,0,14,75,F,H,153200,40,55470
0,00178388,,3,3,2,2,15,10.33,10.33,10,16,33,14,29,27,6,13,11,A,0,11,,F,U,183000,31,0
1,00178377,26,2,7,1,4,28,21.5,12.43,28,16,61,14,35,47,6,16,20,A,0,11,48,M,H,183000,31,76431
0,00031712,,8,12,4,7,6,7.38,6.33,6.75,15,44,14,35,42,6,16,17,S,1,21,,F,U,0,0,0
1,00008657,15,2,14,2,7,15,20,16.43,20,6,115,23,34,86,4,12,24,L,1,20,76,F,U,173400,24,0
1,00006183,100,1,15,1,7,100,50,25.8,50,16,129,24,46,103,6,17,34,A,1,00,73,M,H,159800,0,70682
1,00178432,14,3,15,1,7,14,12.67,9.27,11,18,103,12,33,68,5,15,28,A,1,11,69,F,H,162700,30,70682
1,00178423,15,8,18,5,9,7,5.75,5.22,5.4,18,57,12,30,47,5,15,19,S,1,12,,F,H,195200,37,70682
1,00178789,10,1,8,1,5,25,25,20.88,25,21,81,13,32,60,6,15,24,A,1,15,71,F,U,136400,24,72614
0,00178459,,2,8,1,5,20,18,12.75,16,15,90,13,33,53,5,14,22,A,0,18,,U,U,141500,35,0
0,00178456,,2,7,1,4,25,29,25,29,18,76,12,34,58,6,17,23,A,1,11,57,F,U,194400,30,0
